model;dt;re-plan after #timesteps;planning horizon;v_min [m/s];v_max [m/s];a_min [m/s^2];a_max [m/s^2];delta_min [radians];delta_max [radians];v_delta_min [radians/s];v_delta_max [radians/s];road name;road completion;objective value;avg solve time;max solve time;min solve time;url animation;url stats
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;45.77%;maximize_distance: 147.73;6.69ms;12.17ms;5.87ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.53%;maximize_distance: 57.66;5.36ms;8.00ms;1.41ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.36%;maximize_distance: 57.56;6.44ms;9.00ms;1.33ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;43.08%;maximize_distance: 24.00;3.47ms;5.81ms;1.56ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;93.92%;maximize_distance: 52.32;4.44ms;7.53ms;1.42ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;47.94%;maximize_distance: 23.39;3.38ms;4.71ms;1.51ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;50.86%;maximize_distance: 24.82;5.14ms;6.88ms;3.86ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;21.14%;maximize_distance: 40.12;6.57ms;8.71ms;5.06ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
KST;16.67ms;8;5;8.0;32;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.82%;maximize_distance: 181.79;6.84ms;9.20ms;1.26ms;"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 19:48:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 19:48:58/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.75%;maximize_distance: 172.34;5.22ms;8.40ms;0.72ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.85%;maximize_distance: 172.53;5.54ms;7.80ms;1.25ms;"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.89%;maximize_distance: 225.94;6.02ms;9.97ms;1.11ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;32.20%;maximize_distance: 75.87;7.11ms;8.40ms;6.60ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.63%;maximize_distance: 97.44;4.02ms;7.47ms;0.56ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.65%;maximize_distance: 97.46;5.69ms;8.06ms;1.16ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;6.31%;maximize_distance: 20.38;5.24ms;5.95ms;4.46ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;75.79%;maximize_distance: 244.62;6.94ms;14.55ms;5.43ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.81%;maximize_distance: 57.83;6.88ms;10.15ms;1.00ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.75%;maximize_distance: 57.80;7.91ms;11.07ms;1.31ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;37.99%;maximize_distance: 21.16;4.36ms;6.03ms;1.85ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.20%;maximize_distance: 52.48;4.90ms;6.69ms;1.39ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;54.47%;maximize_distance: 26.58;4.29ms;5.87ms;1.72ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;52.58%;maximize_distance: 25.66;5.73ms;6.78ms;3.60ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
PM;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;11.32%;maximize_distance: 21.47;7.26ms;8.35ms;6.10ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
KST;10.00ms;8;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.89%;maximize_distance: 181.93;7.10ms;9.75ms;1.04ms;"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 22:19:23/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-28-01-2025 22:19:23/stats.pdf""; ""Stats"")"
PM;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.74%;minimize_control_derivatives_offset_maximize_distance: 1977234.44;10.45ms;17.06ms;2.67ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
KST;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.74%;minimize_control_derivatives_offset_maximize_distance: 1741968.23;12.50ms;16.00ms;3.18ms;"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-OrientedRoadFollowingModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
PM;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.84%;minimize_control_derivatives_offset_maximize_distance: 1045998.69;12.37ms;48.34ms;1.96ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
KST;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;53.18%;minimize_control_derivatives_offset_maximize_distance: 33625811.70;14.41ms;16.61ms;13.14ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
PM;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.83%;minimize_control_derivatives_offset_maximize_distance: 3905643.56;41.44ms;212.52ms;17.37ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
KST;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.60%;minimize_control_derivatives_offset_maximize_distance: 196439288.82;41.15ms;69.07ms;6.43ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
PM;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;9.57%;minimize_control_derivatives_offset_maximize_distance: 2194919.49;47.39ms;69.30ms;34.97ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
KST;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;39.07%;minimize_control_derivatives_offset_maximize_distance: 21763322.14;63.30ms;75.35ms;37.61ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-OrientedRoadFollowingModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
PM;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;55.03%;minimize_control_derivatives_offset_maximize_distance: 804698.47;64.81ms;78.60ms;39.87ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
KST;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;53.44%;minimize_control_derivatives_offset_maximize_distance: 104887304.54;61.77ms;91.79ms;44.14ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-OrientedRoadFollowingModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
PM;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;37.88%;minimize_control_derivatives_offset_maximize_distance: 1548123.42;38.28ms;50.44ms;28.09ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
KST;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.29%;minimize_control_derivatives_offset_maximize_distance: 102941164.05;12.04ms;25.73ms;4.76ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-OrientedRoadFollowingModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
PM;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;43.94%;minimize_control_derivatives_offset_maximize_distance: 1826826.54;19.73ms;32.82ms;6.95ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
KST;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;59.60%;minimize_control_derivatives_offset_maximize_distance: 117689049.30;11.57ms;12.47ms;10.89ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-OrientedRoadFollowingModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
PM;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;14.09%;minimize_control_derivatives_offset_maximize_distance: 1360584.44;14.54ms;18.67ms;12.83ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
KST;10.00ms;30;5;6.0;24;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;27.55%;minimize_control_derivatives_offset_maximize_distance: 258334720.82;18.65ms;29.97ms;12.76ms;"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-01-02-2025 11:11:36/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-OrientedRoadFollowingModel-01-02-2025 11:11:36/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.75%;minimize_control_derivatives_offset_maximize_distance: 1162414.30;3.96ms;14.86ms;0.96ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 20:10:39/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 20:10:39/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;0.89%;minimize_control_derivatives_offset_maximize_distance: 255968.89;3.55ms;3.70ms;3.45ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 20:10:39/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 20:10:39/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.75%;minimize_control_derivatives_offset_maximize_distance: 1162414.30;4.23ms;6.54ms;0.98ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 20:19:19/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 20:19:19/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;0.89%;minimize_control_derivatives_offset_maximize_distance: 255968.89;3.84ms;3.97ms;3.71ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 20:19:19/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 20:19:19/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.75%;minimize_control_derivatives_offset_maximize_distance: 1162414.30;4.31ms;6.11ms;0.97ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 21:02:54/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 21:02:54/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;0.89%;minimize_control_derivatives_offset_maximize_distance: 255968.89;3.87ms;4.05ms;3.72ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 21:02:54/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 21:02:54/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.75%;minimize_control_derivatives_offset_maximize_distance: 1162414.30;4.02ms;14.08ms;1.05ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 21:26:33/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 21:26:33/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;10.04%;minimize_control_derivatives_offset_maximize_distance: 169588.14;4.01ms;4.61ms;3.75ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 21:26:33/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 21:26:33/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.87%;minimize_control_derivatives_offset_maximize_distance: 1486702.97;6.75ms;18.60ms;1.24ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 21:37:38/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-08-02-2025 21:37:38/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.84%;minimize_control_derivatives_offset_maximize_distance: 731423.57;6.78ms;7.99ms;1.48ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 21:37:38/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-08-02-2025 21:37:38/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;28.63%;minimize_control_derivatives_offset_maximize_distance: 470659.08;6.04ms;7.29ms;5.50ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-08-02-2025 23:30:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-08-02-2025 23:30:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;25.52%;minimize_control_derivatives_offset_maximize_distance: 237343.39;6.39ms;11.10ms;5.52ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-08-02-2025 23:30:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-08-02-2025 23:30:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;41.41%;minimize_control_derivatives_offset_maximize_distance: 1134639.78;7.67ms;16.89ms;5.40ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-08-02-2025 23:30:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-08-02-2025 23:30:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 00:23:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 00:23:59/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 00:23:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 00:23:59/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 00:23:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 00:23:59/stats.pdf""; ""Stats"")"
